id|course_id|grade
336|1|14
336|5|11
336|5|10.5
336|5|8.5
336|5|12
336|5|11.5
336|5|10.5
336|5|9
336|5|9.5
336|5|10
336|6|6.5
336|6|5
336|6|7.5
336|6|8.5
336|6|7.5
337|3|11
337|3|14
337|3|11
337|8|9.5
337|8|7
337|8|10.5
337|8|12.5
337|8|11.5
337|8|9
337|8|9
337|8|10
337|8|12
337|4|10
337|4|6.5
337|4|11
337|4|9.5
337|4|7
337|4|6.5
337|4|6.5
337|4|9
337|4|10.5
337|9|7.5
337|9|8.75
337|9|7.5
337|9|8.5
337|9|10.25
337|9|10.5
337|9|9.75
337|9|10.25
337|2|$
337|2|13.25
337|2|12
337|2|12
337|2|12
337|2|9.75
337|2|12
337|2|12.5
337|2|9.75
337|2|13
337|7|6.75
337|7|7.5
337|7|7.25
337|7|7
337|7|7.75
337|7|8.25
337|10|13
337|10|14
337|10|12
337|10|13
337|1|12
337|1|10
337|1|9
337|1|10
337|1|9
337|1|10
337|1|11
337|1|14
337|1|12
337|5|13
337|5|14.5
337|5|10.5
337|5|9
337|5|11.5
337|5|13
337|5|10.5
337|5|8.5
337|6|7.5
337|6|7
337|6|14
337|6|15
337|6|9
354|3|14
354|3|13
354|3|14
354|8|9
354|8|9.5
354|8|10
354|8|9.5
354|8|9.5
354|8|9
354|8|8.5
354|8|13
354|8|12.5
354|4|7.5
354|4|10
354|4|5.5
354|4|9
354|4|7.5
354|4|10
354|4|8
354|9|11.25
354|9|9.5
354|9|8.25
354|9|9.25
354|9|11.5
354|9|9
354|9|9
354|9|9.5
354|9|9.5
354|2|12.25
354|2|13
354|2|10.75
354|2|12.25
354|2|11.75
354|2|12
354|2|14.5
354|2|14
354|2|11.75
354|2|11.75
354|7|8.25
354|7|8.5
354|7|9
354|7|6.75
354|7|7.5
354|10|10
354|10|15
354|10|13
354|10|11
354|1|11
354|1|16
354|1|14
354|1|10
354|1|12
354|1|11
354|1|11
354|1|9
354|5|14.5
354|5|13
354|5|9
354|5|11.5
354|5|13
354|5|11.5
354|5|12.5
354|5|12
354|5|12.5
354|6|11
354|6|7
354|6|13.5
354|6|6.5
354|6|6
413|3|10
413|3|10
413|3|13
413|8|8
413|8|13
413|8|2.5
413|8|15
413|8|10
413|8|11
413|8|7.5
413|8|$
413|4|3
413|4|8.5
413|4|7
413|4|12
413|4|10
413|4|12
413|4|7.5
413|4|6.5
413|9|10.5
413|9|6.25
413|9|10.5
413|9|11.25
413|9|10
413|9|8.5
413|9|10.75
413|9|6.25
413|2|12.5
413|2|10.5
413|2|11.5
413|2|11.25
413|2|11
413|2|12
413|2|12.75
413|2|11.5
413|2|13.5
413|7|6.5
413|7|9.25
413|7|6.5
413|7|8
413|7|6.5
413|7|7.25
413|10|13
413|10|12
413|10|14
413|10|15
413|1|14
413|1|8
413|1|13
413|1|12
413|1|15
413|1|12
413|1|12
413|1|8
413|1|13
413|5|10
413|5|12
413|5|9.5
413|5|12
413|5|11.5
413|5|11.5
413|5|11.5
413|5|13.5
413|5|12.5
413|6|2.5
413|6|11
413|6|6
413|6|7
413|6|16
441|3|11
441|3|15
441|3|12
441|8|13.5
441|8|15
441|8|9
441|8|12.5
441|8|8
441|8|14
441|8|13.5
441|8|11.5
441|8|11
441|4|9.5
441|4|11
441|4|7
441|4|7.5
441|4|9.5
441|4|12.5
441|4|9
441|4|7
441|4|5
441|9|9.25
441|9|9.5
441|9|10.75
441|9|9.25
441|9|7.75
441|9|8.5
441|9|7
441|9|8.75
441|9|9.75
441|2|11.5
441|2|11
441|2|11.75
441|2|10.25
441|2|10.75
441|2|10
441|2|13
441|2|13
441|2|11.75
441|2|15.25
441|7|8.75
441|7|8.25
441|7|7.25
441|7|7
441|7|7
441|7|7.25
441|10|11
441|10|14
441|10|12
441|10|11
441|1|14
441|1|11
441|1|13
441|1|13
441|1|15
441|1|11
441|1|8
441|1|14
441|1|10
441|5|13.5
441|5|11.5
441|5|13.5
441|5|11
441|5|12.5
441|5|12
441|5|11
441|5|10
441|5|9.5
441|6|4.5
441|6|15
441|6|7
441|6|7.5
441|6|11
445|3|8
445|3|$
445|3|14
445|8|9.5
445|8|10.5
445|8|7
445|8|13.5
445|8|13
445|8|7.5
445|8|9
445|8|15
445|8|7.5
445|4|6
445|4|12
445|4|10
445|4|6
445|4|5.5
445|4|11.5
445|4|6.5
445|4|7
445|4|8
445|9|6.75
445|9|10.5
445|9|7.75
445|9|9.75
445|9|10.25
445|9|9
445|9|8.25
445|9|6.75
445|2|12
445|2|11
445|2|11.5
445|2|10.5
445|2|10.5
445|2|12.25
445|2|11.75
445|2|12.5
445|2|13.25
445|2|11.25
445|7|8
445|7|8
445|7|6.5
445|7|8
445|7|8.25
445|7|7
445|10|12
445|10|14
445|10|14
445|10|13
445|1|8
445|1|3
445|1|15
445|1|9
445|1|9
445|1|8
445|1|9
445|1|10
445|5|13
445|5|6
445|5|10
445|5|10.5
445|5|13.5
445|5|10.5
445|5|13.5
445|5|13
445|5|12
445|6|8
445|6|11
445|6|11
445|6|5
445|6|2.5
447|3|9
447|3|6
447|3|15
447|8|10
447|8|7.5
447|8|7.5
447|8|9
447|8|14
447|8|8
447|8|7
447|8|5.5
447|4|8.5
447|4|8.5
447|4|9.5
447|4|10
447|4|9
447|4|12
447|4|9.5
447|4|10
447|4|13.5
447|9|9.25
447|9|9.5
447|9|7.75
447|9|$
447|9|11.5
447|9|8.5
447|9|9.25
447|9|9.5
447|9|10.5
447|2|13.25
447|2|12.5
447|2|12
447|2|11.5
447|2|12.5
447|2|13
447|2|9.75
447|2|12.75
447|7|10
447|7|9
447|7|8.25
447|7|8.25
447|7|8.5
447|10|15
447|10|11
447|10|16
447|10|10
447|1|7
447|1|9
447|1|$
447|1|14
447|1|11
447|1|11
447|1|11
447|1|11
447|5|12
447|5|11.5
447|5|10.5
447|5|11.5
447|5|10.5
447|5|11.5
447|5|9.5
447|5|13
447|5|10
447|6|7
447|6|11
447|6|12.5
447|6|5
447|6|7
461|3|12
461|3|16
461|3|10
461|8|7.5
461|8|12
461|8|10
461|8|12.5
461|8|6
461|8|12
461|8|8.5
461|8|7.5
461|8|6
461|4|6.5
461|4|10
461|4|8
461|4|7
461|4|10.5
461|4|10
461|4|8
461|9|9.5
461|9|6
461|9|11.25
461|9|10.5
461|9|12.5
461|9|7
461|9|10.25
461|9|9.5
461|9|6.5
461|2|12.75
461|2|14.5
461|2|12.25
461|2|10.75
461|2|9.25
461|2|12.75
461|2|11.25
461|2|11.5
461|2|11.25
461|2|11.5
461|7|$
461|7|6.75
461|7|10
461|7|7.25
461|7|8.75
461|7|8.75
461|10|15
461|10|12
461|10|11
461|10|16
461|1|13
461|1|10
461|1|9
461|1|11
461|1|9
461|1|11
461|1|12
461|1|8
461|1|9
461|5|10
461|5|$
461|5|12
461|5|12
461|5|13
461|5|13.5
461|5|14
461|5|9
461|5|13
461|6|10
461|6|6.5
461|6|7
461|6|9
488|3|10
488|3|13
488|3|11
488|8|12
488|8|10.5
488|8|12.5
488|8|7
488|8|7
488|8|8
488|8|11.5
488|8|4.5
488|8|7.5
488|4|8
488|4|11
488|4|10.5
488|4|7.5
488|4|9
488|4|8
488|4|4.5
488|4|9.5
488|4|4.5
488|9|7.5
488|9|10
488|9|8.5
488|9|8.5
